platform_memberships_user_id_foreign|platform_memberships|user_id|users|id|CASCADE|NO ACTION
serpro_api_usage_entries_client_id_foreign|serpro_api_usage_entries|client_id|clients|id|SET NULL|NO ACTION
serpro_api_usage_entries_office_id_foreign|serpro_api_usage_entries|office_id|offices|id|CASCADE|NO ACTION
serpro_api_usage_entries_price_version_id_foreign|serpro_api_usage_entries|price_version_id|serpro_price_versions|id|SET NULL|NO ACTION
serpro_api_usage_entries_reservation_id_foreign|serpro_api_usage_entries|reservation_id|serpro_api_usage_reservations|id|SET NULL|NO ACTION
serpro_api_usage_reservations_client_id_foreign|serpro_api_usage_reservations|client_id|clients|id|SET NULL|NO ACTION
serpro_api_usage_reservations_office_id_foreign|serpro_api_usage_reservations|office_id|offices|id|CASCADE|NO ACTION
serpro_api_usage_reservations_price_version_id_foreign|serpro_api_usage_reservations|price_version_id|serpro_price_versions|id|SET NULL|NO ACTION
serpro_price_tiers_price_version_id_foreign|serpro_price_tiers|price_version_id|serpro_price_versions|id|CASCADE|NO ACTION
serpro_usage_monthly_aggregates_office_id_foreign|serpro_usage_monthly_aggregates|office_id|offices|id|CASCADE|NO ACTION
serpro_usage_reconciliation_adjustments_office_id_foreign|serpro_usage_reconciliation_adjustments|office_id|offices|id|SET NULL|NO ACTION
serpro_usage_reconciliation_adjustments_reconciliation_id_forei|serpro_usage_reconciliation_adjustments|reconciliation_id|serpro_usage_reconciliations|id|CASCADE|NO ACTION
serpro_usage_reconciliations_imported_by_user_id_foreign|serpro_usage_reconciliations|imported_by_user_id|users|id|SET NULL|NO ACTION
sync_cursors_establishment_id_foreign|sync_cursors|establishment_id|establishments|id|CASCADE|NO ACTION
sync_cursors_office_id_foreign|sync_cursors|office_id|offices|id|CASCADE|NO ACTION
sync_runs_office_id_foreign|sync_runs|office_id|offices|id|CASCADE|NO ACTION
sync_runs_sync_cursor_id_foreign|sync_runs|sync_cursor_id|sync_cursors|id|CASCADE|NO ACTION
sync_runs_triggered_by_foreign|sync_runs|triggered_by|users|id|SET NULL|NO ACTION
tax_deadline_rules_calendar_version_id_foreign|tax_deadline_rules|calendar_version_id|tax_deadline_calendar_versions|id|CASCADE|NO ACTION
tax_deadline_rules_obligation_definition_id_foreign|tax_deadline_rules|obligation_definition_id|tax_obligation_definitions|id|SET NULL|NO ACTION
tax_delivery_evidences_evidence_artifact_id_foreign|tax_delivery_evidences|evidence_artifact_id|fiscal_evidence_artifacts|id|SET NULL|NO ACTION
tax_delivery_evidences_office_id_foreign|tax_delivery_evidences|office_id|offices|id|CASCADE|NO ACTION
tax_delivery_evidences_projection_id_foreign|tax_delivery_evidences|projection_id|tax_obligation_projections|id|CASCADE|NO ACTION
tax_delivery_evidences_run_id_foreign|tax_delivery_evidences|run_id|fiscal_monitoring_runs|id|SET NULL|NO ACTION
tax_guide_download_tokens_office_id_foreign|tax_guide_download_tokens|office_id|offices|id|CASCADE|NO ACTION
tax_guide_download_tokens_tax_guide_version_id_foreign|tax_guide_download_tokens|tax_guide_version_id|tax_guide_versions|id|CASCADE|NO ACTION
tax_guide_download_tokens_user_id_foreign|tax_guide_download_tokens|user_id|users|id|CASCADE|NO ACTION
tax_guide_payment_confirmations_office_id_foreign|tax_guide_payment_confirmations|office_id|offices|id|CASCADE|NO ACTION
tax_guide_payment_confirmations_recorded_by_foreign|tax_guide_payment_confirmations|recorded_by|users|id|SET NULL|NO ACTION
tax_guide_payment_confirmations_tax_guide_id_foreign|tax_guide_payment_confirmations|tax_guide_id|tax_guides|id|CASCADE|NO ACTION
tax_guide_payment_confirmations_tax_guide_version_id_foreign|tax_guide_payment_confirmations|tax_guide_version_id|tax_guide_versions|id|SET NULL|NO ACTION
tax_guide_versions_confirmed_by_user_id_foreign|tax_guide_versions|confirmed_by_user_id|users|id|SET NULL|NO ACTION
tax_guide_versions_issued_by_foreign|tax_guide_versions|issued_by|users|id|SET NULL|NO ACTION
tax_guide_versions_office_id_foreign|tax_guide_versions|office_id|offices|id|CASCADE|NO ACTION
tax_guide_versions_replaces_version_id_foreign|tax_guide_versions|replaces_version_id|tax_guide_versions|id|SET NULL|NO ACTION
